date,gender,city,category,incidence ,count,avg_age,mid_age,crude_rate
2010,不分男女,新北市,喉,1.91,94,61.18,59,2.41
2010,不分男女,桃園市,喉,2.38,54,64.09,61.5,2.7
2010,不分男女,新竹縣,喉,1.16,8,67.38,70.5,1.56
2010,不分男女,宜蘭縣,喉,2.03,13,66.54,66,2.82
2010,不分男女,苗栗縣,喉,1.39,11,65.45,67,1.96
2010,不分男女,彰化縣,喉,2.54,43,63.33,63,3.29
2010,不分男女,南投縣,喉,2.32,18,65.33,62,3.42
2010,不分男女,雲林縣,喉,1.62,16,59,56.5,2.23
2010,不分男女,嘉義縣,喉,1.75,17,69.59,73,3.13
2010,不分男女,屏東縣,喉,3.33,41,60.83,59,4.69
2010,不分男女,澎湖縣,喉,3.32,5,67.4,71,5.16
2010,不分男女,花蓮縣,喉,2.15,10,61.6,62,2.95
2010,不分男女,台東縣,喉,5.03,16,58.13,59,6.94
2010,不分男女,金門縣,喉,1.31,2,54,54,2.05
2011,不分男女,台閩地區,喉,1.98,627,62.74,61,2.7
2011,不分男女,台北市,喉,1.53,64,66.61,67,2.41
2011,不分男女,台中市,喉,1.92,63,62.54,60,2.36
2011,不分男女,台南市,喉,1.95,53,63.85,61,2.82
2011,不分男女,高雄市,喉,2.3,87,59.97,59,3.14
2011,不分男女,基隆市,喉,2.21,12,64,64.5,3.16
2011,不分男女,新竹市,喉,1.43,7,68.43,71,1.67
2011,不分男女,嘉義市,喉,3.3,12,65.08,63,4.42
2011,不分男女,新北市,喉,2.34,113,62.12,61,2.89
2011,不分男女,桃園市,喉,1.83,43,61.05,59,2.14
2011,不分男女,新竹縣,喉,0.97,7,66,70,1.35
2011,不分男女,宜蘭縣,喉,1.84,12,64.5,63.5,2.61
2011,不分男女,苗栗縣,喉,1.61,13,64.85,68,2.31
2011,不分男女,彰化縣,喉,2.39,42,61.07,58.5,3.22
2011,不分男女,南投縣,喉,1.29,9,59.33,61,1.72
2011,不分男女,雲林縣,喉,1.5,17,64.18,61,2.38
2011,不分男女,嘉義縣,喉,2.12,18,65.11,66.5,3.35
2011,不分男女,屏東縣,喉,2.13,27,59.85,56,3.12
2011,不分男女,澎湖縣,喉,2.06,3,58.67,57,3.09
2011,不分男女,花蓮縣,喉,2.87,14,64.5,63.5,4.16
2011,不分男女,台東縣,喉,2.56,9,66.33,65,3.94
2011,不分男女,金門縣,喉,0.66,1,48,48,0.96
2012,不分男女,台閩地區,喉,2.02,662,63.67,63,2.84
2012,不分男女,台北市,喉,1.42,60,65.73,64.5,2.24
2012,不分男女,台中市,喉,1.49,50,66.06,66.5,1.86
2012,不分男女,台南市,喉,1.51,43,67.65,68,2.29
2012,不分男女,高雄市,喉,2.69,107,60.06,60,3.85
2012,不分男女,基隆市,喉,3.34,17,64.18,66,4.51
2012,不分男女,新竹市,喉,1.35,7,67.57,69,1.65
2012,不分男女,嘉義市,喉,1,4,64,65.5,1.47
2012,不分男女,新北市,喉,2.23,114,62.24,61.5,2.89
2012,不分男女,桃園市,喉,1.71,42,63.67,64,2.07
2012,不分男女,新竹縣,喉,2.01,13,63.31,66,2.48
2012,不分男女,宜蘭縣,喉,1.9,15,72.33,73,3.27
2012,不分男女,苗栗縣,喉,1.49,12,61.5,60.5,2.13
2012,不分男女,彰化縣,喉,2.27,43,66.23,67,3.31
2012,不分男女,南投縣,喉,2.18,18,63.06,62,3.46
2012,不分男女,雲林縣,喉,2.66,29,62.41,60,4.08
2012,不分男女,嘉義縣,喉,3.54,30,62.43,62.5,5.62
2012,不分男女,屏東縣,喉,1.94,26,63.58,61.5,3.03
2012,不分男女,澎湖縣,喉,3.47,5,57.4,60,5.06
2012,不分男女,花蓮縣,喉,2.93,15,64.33,63,4.48
2012,不分男女,台東縣,喉,3.35,12,63.67,60.5,5.3
2013,不分男女,台閩地區,喉,2.04,686,62.35,61.5,2.93
2013,不分男女,台北市,喉,1.36,59,64.17,63,2.2
2013,不分男女,台中市,喉,2.4,85,62.52,61,3.15
2013,不分男女,台南市,喉,1.69,48,65.46,66.5,2.55
2013,不分男女,高雄市,喉,2.58,107,60.98,61,3.85
2013,不分男女,基隆市,喉,1.55,9,60.22,59,2.4
2013,不分男女,新竹市,喉,1.56,8,64,64,1.87
2013,不分男女,嘉義市,喉,1.91,7,61.29,63,2.58
2013,不分男女,新北市,喉,1.89,103,61.73,61,2.6
2013,不分男女,桃園市,喉,2.42,59,63.58,63,2.89
2013,不分男女,新竹縣,喉,0.77,5,62.8,64,0.94
2013,不分男女,宜蘭縣,喉,1.36,10,67.6,72,2.18
2013,不分男女,苗栗縣,喉,1.87,15,58.53,57,2.65
2013,不分男女,彰化縣,喉,2.86,51,62.27,62,3.94
2013,不分男女,南投縣,喉,1.54,12,60,57.5,2.32
2013,不分男女,雲林縣,喉,1.69,19,63.32,61,2.68
2013,不分男女,嘉義縣,喉,3.07,26,59.54,57,4.91
2013,不分男女,屏東縣,喉,2.51,32,60.03,57,3.75
2013,不分男女,澎湖縣,喉,0.77,1,46,46,1
2013,不分男女,花蓮縣,喉,1.94,10,63.3,61.5,2.99
2013,不分男女,台東縣,喉,5.48,20,64.75,62.5,8.9
1979,不分男女,台閩地區,肺、支氣管及氣管,11.58,1399,58.4,59,7.97
1979,不分男女,台北市,肺、支氣管及氣管,23.45,356,59.3,60,16.21
1979,不分男女,台中市,肺、支氣管及氣管,8.24,85,55.4,57,5.45
1979,不分男女,台南市,肺、支氣管及氣管,6.46,75,56.15,59,4.9
1979,不分男女,高雄市,肺、支氣管及氣管,5.77,76,58.86,59,3.54
1979,不分男女,基隆市,肺、支氣管及氣管,20.3,50,60.42,61,14.48
1979,不分男女,新竹市,肺、支氣管及氣管,19.24,41,55.15,57,14.84
1979,不分男女,嘉義市,肺、支氣管及氣管,11.62,21,58.62,59,8.29
1979,不分男女,新北市,肺、支氣管及氣管,14.52,186,58.15,58,8.71
1979,不分男女,桃園市,肺、支氣管及氣管,8.34,57,56.61,58,5.63
1979,不分男女,新竹縣,肺、支氣管及氣管,5.37,14,58.36,59.5,3.89
1979,不分男女,宜蘭縣,肺、支氣管及氣管,14.58,47,57.4,58,10.67
1979,不分男女,苗栗縣,肺、支氣管及氣管,6.34,26,58.15,57.5,4.8
1979,不分男女,彰化縣,肺、支氣管及氣管,9.88,80,58.7,59,6.94
1979,不分男女,南投縣,肺、支氣管及氣管,5.98,22,57.05,61.5,4.21
1979,不分男女,雲林縣,肺、支氣管及氣管,6.1,35,57.89,57,4.38
1979,不分男女,嘉義縣,肺、支氣管及氣管,8.57,38,60.87,62,6.59
1979,不分男女,屏東縣,肺、支氣管及氣管,4.93,31,59.23,59,3.51
1979,不分男女,澎湖縣,肺、支氣管及氣管,1.27,1,67,67,0.92
1979,不分男女,花蓮縣,肺、支氣管及氣管,10.67,32,55.5,57.5,9.07
1979,不分男女,台東縣,肺、支氣管及氣管,7.77,17,55.94,55,6.04
1979,不分男女,金門縣,肺、支氣管及氣管,2.4,1,65,65,1.85
1980,不分男女,台閩地區,肺、支氣管及氣管,14.67,1837,58.93,60,10.28
1980,不分男女,台北市,肺、支氣管及氣管,27.11,432,60.01,61,19.46
1980,不分男女,台中市,肺、支氣管及氣管,13.29,146,56.8,58,9.09
1980,不分男女,台南市,肺、支氣管及氣管,7.85,88,60.38,60.5,5.69
1980,不分男女,高雄市,肺、支氣管及氣管,11.49,157,58.59,60,7.13
1980,不分男女,基隆市,肺、支氣管及氣管,25.42,65,57.05,57,18.85
1980,不分男女,新竹市,肺、支氣管及氣管,11.52,23,62.13,62,8.17
1980,不分男女,嘉義市,肺、支氣管及氣管,20.34,37,58.65,59,14.68
1980,不分男女,新北市,肺、支氣管及氣管,18,240,58.88,60,10.63
1980,不分男女,桃園市,肺、支氣管及氣管,13.5,95,59.02,60,9.02
1980,不分男女,新竹縣,肺、支氣管及氣管,12.75,34,59.71,62,9.43
1980,不分男女,宜蘭縣,肺、支氣管及氣管,11.94,40,56.8,58,9.03
1980,不分男女,苗栗縣,肺、支氣管及氣管,9.55,39,56.74,59,7.19
1980,不分男女,彰化縣,肺、支氣管及氣管,10.25,85,58.13,61,7.29
1980,不分男女,南投縣,肺、支氣管及氣管,8.39,34,56.44,59,6.49
1980,不分男女,雲林縣,肺、支氣管及氣管,9.43,56,58.07,59,7.03
1980,不分男女,嘉義縣,肺、支氣管及氣管,10.26,47,59.04,61,8.19
1980,不分男女,屏東縣,肺、支氣管及氣管,6.77,45,59.42,62,5.07
1980,不分男女,澎湖縣,肺、支氣管及氣管,3.23,3,59.33,52,2.8
1980,不分男女,花蓮縣,肺、支氣管及氣管,9.65,28,60.57,61,7.88
1980,不分男女,台東縣,肺、支氣管及氣管,5.38,14,55.29,58.5,4.98
1980,不分男女,金門縣,肺、支氣管及氣管,5.24,2,56.5,56.5,3.85
1981,不分男女,台閩地區,肺、支氣管及氣管,14.73,1853,59.8,60,10.18
1981,不分男女,台北市,肺、支氣管及氣管,23.68,364,61.53,61.5,16.03
1981,不分男女,台中市,肺、支氣管及氣管,14.34,148,59.29,59,8.96
1981,不分男女,台南市,肺、支氣管及氣管,6.58,80,57.66,58,5.11
1981,不分男女,高雄市,肺、支氣管及氣管,12.04,160,58.87,60,7.13
1981,不分男女,基隆市,肺、支氣管及氣管,17.29,44,61.09,59,12.65
1981,不分男女,新竹市,肺、支氣管及氣管,9.27,22,57.45,56,7.73
1981,不分男女,嘉義市,肺、支氣管及氣管,15.78,28,56.43,60,11.12
1981,不分男女,新北市,肺、支氣管及氣管,18.99,262,58.56,59,11.13
1981,不分男女,桃園市,肺、支氣管及氣管,14.96,114,59.85,60,10.42
1981,不分男女,新竹縣,肺、支氣管及氣管,8.54,24,56.63,55,6.6
1981,不分男女,宜蘭縣,肺、支氣管及氣管,9.13,31,60.45,60,6.96
1981,不分男女,苗栗縣,肺、支氣管及氣管,8.26,35,58.89,58,6.41
1981,不分男女,彰化縣,肺、支氣管及氣管,8.58,72,58.78,58.5,6.1
1981,不分男女,南投縣,肺、支氣管及氣管,6.45,23,60.74,60,4.36
1981,不分男女,雲林縣,肺、支氣管及氣管,9.13,56,57.77,59,7.03
1981,不分男女,嘉義縣,肺、支氣管及氣管,10.27,48,60.83,61,8.36
1981,不分男女,屏東縣,肺、支氣管及氣管,6.24,43,59.42,58,4.82
1981,不分男女,澎湖縣,肺、支氣管及氣管,3.59,3,59.67,61,2.84
1981,不分男女,花蓮縣,肺、支氣管及氣管,8.02,23,59.65,60,6.43
1981,不分男女,台東縣,肺、支氣管及氣管,11.62,26,63.77,64,9.25
1981,不分男女,金門縣,肺、支氣管及氣管,2.59,1,67,67,1.99
1982,不分男女,台閩地區,肺、支氣管及氣管,12.99,1677,60.74,62,9.06
1982,不分男女,台北市,肺、支氣管及氣管,9.61,154,63.23,62,6.62
1982,不分男女,台中市,肺、支氣管及氣管,13.51,148,60.04,60,8.74
1982,不分男女,台南市,肺、支氣管及氣管,4.98,58,59.26,61.5,3.66
1982,不分男女,高雄市,肺、支氣管及氣管,7.49,112,58.81,59.5,4.9
1982,不分男女,基隆市,肺、支氣管及氣管,5.59,15,62,65,4.29
1982,不分男女,新竹市,肺、支氣管及氣管,0.8,2,61,61,0.69
1982,不分男女,嘉義市,肺、支氣管及氣管,0.51,1,61,61,0.4
1982,不分男女,新北市,肺、支氣管及氣管,17.82,252,60.45,61,10.31
1982,不分男女,桃園市,肺、支氣管及氣管,12.7,93,62.22,63,8.23
1982,不分男女,新竹縣,肺、支氣管及氣管,5.83,17,53.06,57,4.66
1982,不分男女,宜蘭縣,肺、支氣管及氣管,7.61,26,59,60.5,5.82
1982,不分男女,苗栗縣,肺、支氣管及氣管,6.09,25,60.72,63,4.56
1982,不分男女,彰化縣,肺、支氣管及氣管,10.06,84,61.61,63,7.04
1982,不分男女,南投縣,肺、支氣管及氣管,8.38,34,62,61.5,6.42
1982,不分男女,雲林縣,肺、支氣管及氣管,10.25,65,59.23,60,8.15
1982,不分男女,嘉義縣,肺、支氣管及氣管,10.79,51,60.08,62,8.87
1982,不分男女,屏東縣,肺、支氣管及氣管,4.71,34,57.32,59.5,3.79
1982,不分男女,澎湖縣,肺、支氣管及氣管,6.06,5,52.6,51,4.75
1982,不分男女,花蓮縣,肺、支氣管及氣管,10.99,32,58.38,59.5,8.89
1982,不分男女,台東縣,肺、支氣管及氣管,14.7,35,60.57,61,12.44
1982,不分男女,金門縣,肺、支氣管及氣管,5.34,2,59,59,3.97
1982,不分男女,連江縣,肺、支氣管及氣管,14.77,1,72,72,13.31
1983,不分男女,台閩地區,肺、支氣管及氣管,15.21,2004,60.91,62,10.66
1983,不分男女,台北市,肺、支氣管及氣管,26.4,418,63.35,64,17.5
1983,不分男女,台中市,肺、支氣管及氣管,15.4,169,62.23,62,9.76
1983,不分男女,台南市,肺、支氣管及氣管,10.19,129,57.16,58,8.03
1983,不分男女,高雄市,肺、支氣管及氣管,13.24,198,58.75,60,8.54
1983,不分男女,基隆市,肺、支氣管及氣管,15.13,40,61.45,64,11.37
1983,不分男女,新竹市,肺、支氣管及氣管,15.11,35,61.37,64,11.96
1983,不分男女,嘉義市,肺、支氣管及氣管,17.87,33,60.85,61,13.05
1983,不分男女,新北市,肺、支氣管及氣管,21.29,303,61.73,63,12.05
1983,不分男女,桃園市,肺、支氣管及氣管,14.77,119,60.68,61,10.25
1983,不分男女,新竹縣,肺、支氣管及氣管,8.64,25,57.76,57,6.83
1983,不分男女,宜蘭縣,肺、支氣管及氣管,8.99,32,57.69,58.5,7.15
1983,不分男女,苗栗縣,肺、支氣管及氣管,8.16,36,58.08,60.5,6.56
1983,不分男女,彰化縣,肺、支氣管及氣管,10.99,97,61.44,63,8.06
1983,不分男女,南投縣,肺、支氣管及氣管,8.97,39,58.49,58,7.32
1983,不分男女,雲林縣,肺、支氣管及氣管,10.1,61,62.93,62,7.66
1983,不分男女,嘉義縣,肺、支氣管及氣管,12.4,61,60.02,61,10.61
1983,不分男女,屏東縣,肺、支氣管及氣管,8.53,61,61.3,63,6.77
1983,不分男女,澎湖縣,肺、支氣管及氣管,11.32,10,58.4,58.5,9.61
1983,不分男女,花蓮縣,肺、支氣管及氣管,12.26,37,60.89,61,10.25
1983,不分男女,台東縣,肺、支氣管及氣管,10.39,24,60.04,60,8.58
1983,不分男女,金門縣,肺、支氣管及氣管,2.97,1,43,43,1.99
1983,不分男女,連江縣,肺、支氣管及氣管,25.1,1,49,49,13.63
1984,不分男女,台閩地區,肺、支氣管及氣管,15.26,2085,61.81,62,10.93
1984,不分男女,台北市,肺、支氣管及氣管,25.29,424,63.89,65,17.31
1984,不分男女,台中市,肺、支氣管及氣管,18.48,207,62.23,63,11.66
1984,不分男女,台南市,肺、支氣管及氣管,8.04,105,59.35,60,6.46
1984,不分男女,高雄市,肺、支氣管及氣管,12.41,193,59.22,61,8.21
1984,不分男女,基隆市,肺、支氣管及氣管,20.59,56,61.82,62,15.88
1984,不分男女,新竹市,肺、支氣管及氣管,14.25,35,61.37,62,11.77
1984,不分男女,嘉義市,肺、支氣管及氣管,11.99,23,62.43,63,9.09
1984,不分男女,新北市,肺、支氣管及氣管,19.06,286,62.46,63,11.05
1984,不分男女,桃園市,肺、支氣管及氣管,15.66,131,61.52,62,11.01
1984,不分男女,新竹縣,肺、支氣管及氣管,9.59,27,61.41,62,7.38
1984,不分男女,宜蘭縣,肺、支氣管及氣管,13.54,49,59.94,62,10.89
1984,不分男女,苗栗縣,肺、支氣管及氣管,7.5,33,63.18,64,6
1984,不分男女,彰化縣,肺、支氣管及氣管,13.44,121,61.78,63,9.95
1984,不分男女,南投縣,肺、支氣管及氣管,11.28,49,61.88,62,9.16
1984,不分男女,雲林縣,肺、支氣管及氣管,14.58,92,61.54,62,11.57
1984,不分男女,嘉義縣,肺、支氣管及氣管,10.79,56,60,60,9.77
1984,不分男女,屏東縣,肺、支氣管及氣管,9.12,66,62.15,63,7.32
1984,不分男女,澎湖縣,肺、支氣管及氣管,10.85,10,57.2,61.5,9.69
1984,不分男女,花蓮縣,肺、支氣管及氣管,12.99,41,61.9,62,11.34
1984,不分男女,台東縣,肺、支氣管及氣管,10.1,24,61.79,62,8.65
1984,不分男女,金門縣,肺、支氣管及氣管,4.86,2,56,56,4.04
1984,不分男女,連江縣,肺、支氣管及氣管,21.43,1,81,81,14.04
1985,不分男女,台閩地區,肺、支氣管及氣管,15.61,2244,61.65,63,11.62
1985,不分男女,台北市,肺、支氣管及氣管,22.78,423,62.85,64,16.87
1985,不分男女,台中市,肺、支氣管及氣管,16.69,206,62.18,63,11.34
1985,不分男女,台南市,肺、支氣管及氣管,8.18,110,59.91,61,6.7
1985,不分男女,高雄市,肺、支氣管及氣管,14.23,223,60.87,62,9.37
1985,不分男女,基隆市,肺、支氣管及氣管,17.84,51,63.22,61,14.51
1985,不分男女,新竹市,肺、支氣管及氣管,17.77,45,63.09,67,14.8
1985,不分男女,嘉義市,肺、支氣管及氣管,16.85,31,63.97,66,12.23
1985,不分男女,新北市,肺、支氣管及氣管,19.38,309,61.75,63,11.6
1985,不分男女,桃園市,肺、支氣管及氣管,14.81,128,61.84,62,10.57
1985,不分男女,新竹縣,肺、支氣管及氣管,9.22,27,62.11,62,7.37
1985,不分男女,宜蘭縣,肺、支氣管及氣管,12.75,48,60,60,10.67
1985,不分男女,苗栗縣,肺、支氣管及氣管,7.15,32,65.34,64.5,5.81
1985,不分男女,彰化縣,肺、支氣管及氣管,17.99,166,60.75,62,13.57
1985,不分男女,南投縣,肺、支氣管及氣管,10.97,49,60.43,62,9.15
1985,不分男女,雲林縣,肺、支氣管及氣管,11.22,75,60.88,63,9.48
1985,不分男女,嘉義縣,肺、支氣管及氣管,15.4,78,60.59,61,13.69
1985,不分男女,屏東縣,肺、支氣管及氣管,10.91,82,59.74,61,9.09
1985,不分男女,澎湖縣,肺、支氣管及氣管,5.89,6,56.5,56,5.87
1985,不分男女,花蓮縣,肺、支氣管及氣管,17.88,58,61.17,61.5,16.04
1985,不分男女,台東縣,肺、支氣管及氣管,11.83,31,58.97,61,11.22
1985,不分男女,金門縣,肺、支氣管及氣管,10.26,4,57.75,57.5,8.19
1985,不分男女,連江縣,肺、支氣管及氣管,17.21,1,63,63,14.44
1986,不分男女,台閩地區,肺、支氣管及氣管,16.18,2383,62.61,63,12.21
1986,不分男女,台北市,肺、支氣管及氣管,24.39,463,64.5,65,17.98
1986,不分男女,台中市,肺、支氣管及氣管,17.01,209,62.77,64,11.26
1986,不分男女,台南市,肺、支氣管及氣管,9.3,132,60.84,62,8
1986,不分男女,高雄市,肺、支氣管及氣管,14.69,238,61.44,62.5,9.91
1986,不分男女,基隆市,肺、支氣管及氣管,25.12,70,64.91,66,20.02
1986,不分男女,新竹市,肺、支氣管及氣管,17.5,43,64.49,66,14.05
1986,不分男女,嘉義市,肺、支氣管及氣管,16.22,32,63.13,64.5,12.6
1986,不分男女,新北市,肺、支氣管及氣管,23.57,393,62.36,63,14.41
1986,不分男女,桃園市,肺、支氣管及氣管,16.32,147,61.7,63,11.93
1986,不分男女,新竹縣,肺、支氣管及氣管,14.99,46,62.39,62,12.53
1986,不分男女,宜蘭縣,肺、支氣管及氣管,17.18,65,61.82,62,14.5
1986,不分男女,苗栗縣,肺、支氣管及氣管,9.78,46,62.11,62,8.39
1986,不分男女,彰化縣,肺、支氣管及氣管,13.54,130,61.31,61.5,10.6
1986,不分男女,南投縣,肺、支氣管及氣管,8.87,40,62.08,65,7.48
1986,不分男女,雲林縣,肺、支氣管及氣管,12.97,87,62.93,63,11.1
1986,不分男女,嘉義縣,肺、支氣管及氣管,14.18,74,59.84,61,13.11
1986,不分男女,屏東縣,肺、支氣管及氣管,8.09,64,61.25,62,7.13
1986,不分男女,澎湖縣,肺、支氣管及氣管,14.46,14,65.07,64,13.87
1986,不分男女,花蓮縣,肺、支氣管及氣管,15.7,50,63.3,64.5,13.91
1986,不分男女,台東縣,肺、支氣管及氣管,10.58,26,62.12,61.5,9.54
1986,不分男女,金門縣,肺、支氣管及氣管,14.72,6,65.83,64.5,12.56
1987,不分男女,台閩地區,肺、支氣管及氣管,18.34,2798,62.3,63,14.19
1987,不分男女,台北市,肺、支氣管及氣管,24.44,489,64.33,65,18.54
1987,不分男女,台中市,肺、支氣管及氣管,16.67,216,62.38,63,11.38
1987,不分男女,台南市,肺、支氣管及氣管,13.91,199,60.37,62,11.96
1987,不分男女,高雄市,肺、支氣管及氣管,17.27,300,60.58,62,12.37
1987,不分男女,基隆市,肺、支氣管及氣管,20.92,60,64.32,65,17.21
1987,不分男女,新竹市,肺、支氣管及氣管,19.03,49,61.37,65,15.81
1987,不分男女,嘉義市,肺、支氣管及氣管,23.09,48,63.1,64,18.83
1987,不分男女,新北市,肺、支氣管及氣管,24.58,416,63.12,64,14.85
1987,不分男女,桃園市,肺、支氣管及氣管,20.16,187,62.15,63,14.85
1987,不分男女,新竹縣,肺、支氣管及氣管,12.82,41,59.71,60,11.18
1987,不分男女,宜蘭縣,肺、支氣管及氣管,15.95,62,61.45,61,13.86
1987,不分男女,苗栗縣,肺、支氣管及氣管,12.52,60,59.72,62,10.99
1987,不分男女,彰化縣,肺、支氣管及氣管,17.15,170,61.66,62,13.83
1987,不分男女,南投縣,肺、支氣管及氣管,11.39,52,60.02,61,9.75
1987,不分男女,雲林縣,肺、支氣管及氣管,13.26,93,61.63,63,11.99
1987,不分男女,嘉義縣,肺、支氣管及氣管,19.13,102,63.69,62.5,18.25
1987,不分男女,屏東縣,肺、支氣管及氣管,12.54,100,60.55,61,11.18
1987,不分男女,澎湖縣,肺、支氣管及氣管,8.26,8,60.38,58.5,8.08
1987,不分男女,花蓮縣,肺、支氣管及氣管,23.35,79,63.38,64,22.23
1987,不分男女,台東縣,肺、支氣管及氣管,21.31,55,63.35,64,20.57
1987,不分男女,金門縣,肺、支氣管及氣管,7.67,3,55.67,56,6.52
1987,不分男女,連江縣,肺、支氣管及氣管,59.69,3,60,56,46.79
1988,不分男女,台閩地區,肺、支氣管及氣管,16.68,2652,62.89,64,13.29
1988,不分男女,台北市,肺、支氣管及氣管,24.83,520,64.04,64,19.39
1988,不分男女,台中市,肺、支氣管及氣管,14.6,202,61.74,61,10.41
1988,不分男女,台南市,肺、支氣管及氣管,13.25,194,62.25,63,11.57
1988,不分男女,高雄市,肺、支氣管及氣管,15.75,283,61.31,63,11.52
1988,不分男女,基隆市,肺、支氣管及氣管,21.95,64,64.46,66,18.36
1988,不分男女,新竹市,肺、支氣管及氣管,17.92,52,62.53,64,16.53
1988,不分男女,嘉義市,肺、支氣管及氣管,21.8,42,66.79,67,16.41
1988,不分男女,新北市,肺、支氣管及氣管,19.61,371,62.21,64,12.84
1988,不分男女,桃園市,肺、支氣管及氣管,16.59,164,63.58,64,12.73
1988,不分男女,新竹縣,肺、支氣管及氣管,13.16,44,64.02,64,11.95
1988,不分男女,宜蘭縣,肺、支氣管及氣管,26.54,102,64.66,66,22.79
1988,不分男女,苗栗縣,肺、支氣管及氣管,12.19,59,63.2,65,10.81
1988,不分男女,彰化縣,肺、支氣管及氣管,11.5,118,63.03,63,9.57
1988,不分男女,南投縣,肺、支氣管及氣管,9.58,45,62.04,63,8.43
1988,不分男女,雲林縣,肺、支氣管及氣管,14.34,103,61.6,63.5,13.46
1988,不分男女,嘉義縣,肺、支氣管及氣管,16.27,91,63.35,63,16.41
1988,不分男女,屏東縣,肺、支氣管及氣管,8.66,70,61.73,61,7.85
1988,不分男女,澎湖縣,肺、支氣管及氣管,17.84,16,59.5,61.5,16.37
1988,不分男女,花蓮縣,肺、支氣管及氣管,16.91,57,63.68,64,16.17
1988,不分男女,台東縣,肺、支氣管及氣管,15.46,39,64.51,64,15
1988,不分男女,金門縣,肺、支氣管及氣管,15.5,6,65.33,65.5,13.51
1988,不分男女,連江縣,肺、支氣管及氣管,25.23,1,52,52,16.24
1989,不分男女,台閩地區,肺、支氣管及氣管,20.39,3291,63.2,65,16.33
1989,不分男女,台北市,肺、支氣管及氣管,27.33,574,65.21,67,21.24
1989,不分男女,台中市,肺、支氣管及氣管,18.7,268,61.63,63,13.55
1989,不分男女,台南市,肺、支氣管及氣管,19.88,295,61.74,63,17.44
1989,不分男女,高雄市,肺、支氣管及氣管,20.68,368,62.47,64,14.84
1989,不分男女,基隆市,肺、支氣管及氣管,23.15,69,62.51,65,19.7
1989,不分男女,新竹市,肺、支氣管及氣管,21.05,57,62.63,64,17.86
1989,不分男女,嘉義市,肺、支氣管及氣管,21.74,45,64.91,66,17.57
1989,不分男女,新北市,肺、支氣管及氣管,25.68,496,63.06,64,16.7
1989,不分男女,桃園市,肺、支氣管及氣管,16.98,173,63.67,66,13.1
1989,不分男女,新竹縣,肺、支氣管及氣管,18.5,61,63.79,66,16.45
1989,不分男女,宜蘭縣,肺、支氣管及氣管,21.19,87,64.08,64,19.4
1989,不分男女,苗栗縣,肺、支氣管及氣管,12.44,62,63.77,65.5,11.36
1989,不分男女,彰化縣,肺、支氣管及氣管,14.49,151,62.81,64,12.21
1989,不分男女,南投縣,肺、支氣管及氣管,12.81,60,62.42,63,11.23
1989,不分男女,雲林縣,肺、支氣管及氣管,16.15,117,62.38,62,15.45
1989,不分男女,嘉義縣,肺、支氣管及氣管,25.34,146,63.62,65,26.45
1989,不分男女,屏東縣,肺、支氣管及氣管,13.37,108,62.66,63,12.14
1989,不分男女,澎湖縣,肺、支氣管及氣管,16.8,16,64.94,67.5,16.61
1989,不分男女,花蓮縣,肺、支氣管及氣管,21.23,71,63.83,65,20.26
1989,不分男女,台東縣,肺、支氣管及氣管,18.94,49,60.88,62,18.99
1989,不分男女,金門縣,肺、支氣管及氣管,11.5,5,72.2,72,11.56
1990,不分男女,台閩地區,肺、支氣管及氣管,17.63,2944,63.77,65,14.43
1990,不分男女,台北市,肺、支氣管及氣管,23.48,523,65.04,67,19.23
1990,不分男女,台中市,肺、支氣管及氣管,16.88,246,62.67,65,12.18
1990,不分男女,台南市,肺、支氣管及氣管,17.91,272,63.98,65,15.9
1990,不分男女,高雄市,肺、支氣管及氣管,15.57,287,63.05,64.5,11.45
1990,不分男女,基隆市,肺、支氣管及氣管,17.83,54,65.41,65.5,15.3
1990,不分男女,新竹市,肺、支氣管及氣管,15.6,44,63.73,67,13.56
1990,不分男女,嘉義市,肺、支氣管及氣管,20.3,42,65.33,66.5,16.3
1990,不分男女,新北市,肺、支氣管及氣管,20.63,415,63.13,64,13.62
1990,不分男女,桃園市,肺、支氣管及氣管,18.73,194,64.09,65,14.32
1990,不分男女,新竹縣,肺、支氣管及氣管,13.12,45,62.49,65,12.02
1990,不分男女,宜蘭縣,肺、支氣管及氣管,22.62,92,62.3,63,20.4
1990,不分男女,苗栗縣,肺、支氣管及氣管,12.18,63,61.32,62,11.5
1990,不分男女,彰化縣,肺、支氣管及氣管,17.71,189,63.57,65,15.18
1990,不分男女,南投縣,肺、支氣管及氣管,14.36,69,64.39,65,12.86
1990,不分男女,雲林縣,肺、支氣管及氣管,12.42,95,63.92,66,12.61
1990,不分男女,嘉義縣,肺、支氣管及氣管,22.51,130,63.97,65.5,23.54
1990,不分男女,屏東縣,肺、支氣管及氣管,8.82,74,64.23,66,8.28
1990,不分男女,澎湖縣,肺、支氣管及氣管,17.96,19,64.11,63,19.81
1990,不分男女,花蓮縣,肺、支氣管及氣管,14.48,53,65.09,66,15.05
1990,不分男女,台東縣,肺、支氣管及氣管,10.16,27,62.37,64,10.51
1990,不分男女,金門縣,肺、支氣管及氣管,12.14,5,61.4,63,11.69
1991,不分男女,台閩地區,肺、支氣管及氣管,21,3626,64.29,66,17.6
1991,不分男女,台北市,肺、支氣管及氣管,25.49,597,65.43,67.5,21.96
1991,不分男女,台中市,肺、支氣管及氣管,17.21,259,63.85,64,12.57
